# comment: .
# curie_map:
#   LMHA: http://purl.obolibrary.org/obo/LMHA_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   dc: http://purl.org/dc/elements/1.1/
#   dcterms: http://purl.org/dc/terms/
#   foaf: http://xmlns.com/foaf/0.1/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2021-06-28'
# mapping_tool: https://github.com/cmungall/rdf_matcher
# object_match_field: dc:identifier
# object_source: UBERON
# subject_match_field: oio:hasDbXref
# subject_source: LMHA
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
LMHA:00361	trachea	Respiratory_System	owl:equivalentClass	UBERON:0003126	trachea	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9577019761318686	oio:hasDbXref	dc:identifier	UBERON:0003126	.
LMHA:00549	right lung lobar bronchus	Respiratory_System	owl:equivalentClass	UBERON:0003404	lobar bronchus of right lung	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.6190587422533808	rdfs:label	oio:hasExactSynonym	right lung lobar bronchus	.
LMHA:00211	lung	Respiratory_System	owl:equivalentClass	UBERON:0000170	pair of lungs	uberon	Lexical|Stemming	LMHA	UBERON	rdf_matcher	0.3648980271997325	rdfs:label	oio:hasExactSynonym	lung	.
LMHA:00211	lung	Respiratory_System	owl:equivalentClass	UBERON:0002048	lung	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9577137997815522	oio:hasDbXref	dc:identifier	UBERON:0002048	.
LMHA:00047	submucosal gland	Respiratory_System	owl:equivalentClass	UBERON:0011148	submucosal gland	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784613521457949	oio:hasDbXref	dc:identifier	UBERON:0011148	.
LMHA:00682	medulla	general_tissue_structures	owl:equivalentClass	UBERON:0000958	medulla of organ	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.4482429673173945	rdfs:label	oio:hasExactSynonym	medulla	.
LMHA:00682	medulla	general_tissue_structures	owl:equivalentClass	UBERON:0001896	medulla oblongata	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.16888343706568448	rdfs:label	oio:hasBroadSynonym	medulla	.
LMHA:00419	bronchial submucosa	Respiratory_System	owl:equivalentClass	UBERON:0001957	submucosa of bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784612667259899	oio:hasDbXref	dc:identifier	UBERON:0001957	.
LMHA:00455	submucosal gland duct epithelium	Respiratory_System	owl:equivalentClass	UBERON:0003359	epithelium of submandibular gland	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.5000885055560466	oio:hasDbXref	oio:hasDbXref	BTO:0004557	.
LMHA:00416	tracheal submucosa	Respiratory_System	owl:equivalentClass	UBERON:0002202	submucosa of trachea	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784242499389516	oio:hasDbXref	dc:identifier	UBERON:0002202	.
LMHA:00395	vasa vasorum	Respiratory_System	owl:equivalentClass	UBERON:0003710	vasa vasorum	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784771793757288	oio:hasDbXref	dc:identifier	UBERON:0003710	.
LMHA:00540	main bronchus	Respiratory_System	owl:equivalentClass	UBERON:0002182	main bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784119948817535	oio:hasDbXref	dc:identifier	UBERON:0002182	.
LMHA:00418	bronchial mucosa	Respiratory_System	owl:equivalentClass	UBERON:0000410	bronchial mucosa	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.97847418048503	oio:hasDbXref	dc:identifier	UBERON:0000410	.
LMHA:00078	arteriole endothelium	Respiratory_System	owl:equivalentClass	UBERON:0001916	endothelium of arteriole	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784364186247042	oio:hasDbXref	dc:identifier	UBERON:0001916	.
LMHA:00055	adipose tissue	general_tissue_structures	owl:equivalentClass	UBERON:0001013	adipose tissue	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.6511060720182181	rdfs:label	rdfs:label	adipose tissue	.
LMHA:00679	trabecula	general_tissue_structures	owl:equivalentClass	UBERON:0005945	neurocranial trabecula	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.1688288531781515	rdfs:label	oio:hasBroadSynonym	trabecula	.
LMHA:00679	trabecula	general_tissue_structures	owl:equivalentClass	UBERON:0004124	myocardium trabecular layer	uberon	Lexical|Stemming	LMHA	UBERON	rdf_matcher	0.2231526499364055	rdfs:label	oio:hasRelatedSynonym	trabecula	.
LMHA:00679	trabecula	general_tissue_structures	owl:equivalentClass	UBERON:0000440	trabecula	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9577596574102166	oio:hasDbXref	dc:identifier	UBERON:0000440	.
LMHA:00240	bronchiolar smooth muscle	Respiratory_System	owl:equivalentClass	UBERON:0004515	smooth muscle tissue of bronchiole	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.978401977737737	oio:hasDbXref	dc:identifier	UBERON:0004515	.
LMHA:00103	bronchial smooth muscle	Respiratory_System	owl:equivalentClass	UBERON:0004242	bronchus smooth muscle	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.978422423403988	oio:hasDbXref	dc:identifier	UBERON:0004242	.
LMHA:00365	trachea lumen	Respiratory_System	owl:equivalentClass	UBERON:0006833	lumen of trachea	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784299243833626	oio:hasDbXref	dc:identifier	UBERON:0006833	.
LMHA:00551	segmental bronchus	Respiratory_System	owl:equivalentClass	UBERON:0002184	segmental bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.6511394086291385	rdfs:label	rdfs:label	segmental bronchus	.
LMHA:00548	respiratory vascular system	Respiratory_System	owl:equivalentClass	UBERON:0003504	respiratory system blood vessel	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784346508298802	oio:hasDbXref	dc:identifier	UBERON:0003504	.
LMHA:00081	artery endothelium	Respiratory_System	owl:equivalentClass	UBERON:0001917	endothelium of artery	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9783865888766453	oio:hasDbXref	dc:identifier	UBERON:0001917	.
LMHA:00291	pulmonary artery	Respiratory_System	owl:equivalentClass	UBERON:0002012	pulmonary artery	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9783864677616428	oio:hasDbXref	dc:identifier	UBERON:0002012	.
LMHA:00362	trachea bifurcation	Respiratory_System	owl:equivalentClass	UBERON:0015247	bifurcation of trachea	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9783842214702798	oio:hasDbXref	dc:identifier	UBERON:0015247	.
LMHA:00105	bronchial vein	Respiratory_System	owl:equivalentClass	UBERON:0001592	bronchial vein	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784662616045986	oio:hasDbXref	dc:identifier	UBERON:0001592	.
LMHA:00319	respiratory tract	Respiratory_System	owl:equivalentClass	UBERON:0000072	proximo-distal subdivision of respiratory tract	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.33339208572286055	oio:hasDbXref	oio:hasDbXref	EMAPA:16737	.
LMHA:00319	respiratory tract	Respiratory_System	owl:equivalentClass	UBERON:0001005	respiratory airway	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.3334095262987213	oio:hasDbXref	oio:hasDbXref	FMA:265130	.
LMHA:00319	respiratory tract	Respiratory_System	owl:equivalentClass	UBERON:0000065	respiratory tract	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9576844777697476	oio:hasDbXref	dc:identifier	UBERON:0000065	.
LMHA:00158	elastic fiber	general_tissue_structures	owl:equivalentClass	UBERON:0002521	elastic tissue	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784267591180582	oio:hasDbXref	dc:identifier	UBERON:0002521	.
LMHA:00527	left lung lobar bronchus	Respiratory_System	owl:equivalentClass	UBERON:0003405	lobar bronchus of left lung	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784102519656158	oio:hasDbXref	dc:identifier	UBERON:0003405	.
LMHA:00690	subcapsular sinus	general_tissue_structures	owl:equivalentClass	UBERON:0005463	subcapsular sinus of lymph node	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784252362338316	oio:hasDbXref	dc:identifier	UBERON:0005463	.
LMHA:00279	primary alveolar septum	Respiratory_System	owl:equivalentClass	UBERON:0005314	alveolar primary septum	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.978438342948225	oio:hasDbXref	dc:identifier	UBERON:0005314	.
LMHA:00569	mantle zone	general_tissue_structures	owl:equivalentClass	UBERON:0010755	secondary follicle corona	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.448269818043012	rdfs:label	oio:hasRelatedSynonym	mantle zone	.
LMHA:00339	secondary alveolar septum	Respiratory_System	owl:equivalentClass	UBERON:0005315	alveolar secondary septum	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.978392829602282	oio:hasDbXref	dc:identifier	UBERON:0005315	.
LMHA:00570	germinal center	Respiratory_System	owl:equivalentClass	UBERON:0009039	lymph node germinal center	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.16888598649376205	rdfs:label	oio:hasBroadSynonym	germinal center	.
LMHA:00570	germinal center	Respiratory_System	owl:equivalentClass	UBERON:0010754	germinal center	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9576783491909208	oio:hasDbXref	dc:identifier	UBERON:0010754	.
LMHA:00573	marginal zone	general_tissue_structures	owl:equivalentClass	UBERON:0001251	marginal zone of spleen	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.16884504337545997	rdfs:label	oio:hasBroadSynonym	marginal zone	.
LMHA:00573	marginal zone	general_tissue_structures	owl:equivalentClass	UBERON:0004879	marginal zone of embryo	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.16880321526104725	rdfs:label	oio:hasBroadSynonym	marginal zone	.
LMHA:00573	marginal zone	general_tissue_structures	owl:equivalentClass	UBERON:0014935	cerebral cortex marginal layer	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.16879226558815769	rdfs:label	oio:hasBroadSynonym	marginal zone	.
LMHA:00167	periarteric external elastic membrane	general_tissue_structures	owl:equivalentClass	UBERON:0015433	blood vessel external elastic membrane	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784590594107674	oio:hasDbXref	dc:identifier	UBERON:0015433	.
LMHA:00072	alveolus of lung	Respiratory_System	owl:equivalentClass	UBERON:0002299	alveolus of lung	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784553767403131	oio:hasDbXref	dc:identifier	UBERON:0002299	.
LMHA:00651	bronchus-associated lymphoid tissue	Respiratory_System	owl:equivalentClass	UBERON:0001963	bronchial-associated lymphoid tissue	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.5000869960162357	oio:hasDbXref	oio:hasDbXref	MA:0000135	.
LMHA:00247	nerve fiber	general_tissue_structures	owl:equivalentClass	UBERON:0006134	nerve fiber	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784421066701471	oio:hasDbXref	dc:identifier	UBERON:0006134	.
LMHA:00002	interalveolar septum	Respiratory_System	owl:equivalentClass	UBERON:0004893	interalveolar septum	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784386833758603	oio:hasDbXref	dc:identifier	UBERON:0004893	.
LMHA:00683	medullary cord	general_tissue_structures	owl:equivalentClass	UBERON:0009745	lymph node medullary cord	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784483007568608	oio:hasDbXref	dc:identifier	UBERON:0009745	.
LMHA:00352	postganglionic sympathetic nerve	Respiratory_System	owl:equivalentClass	UBERON:0011926	postganglionic sympathetic fiber	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784583845591417	oio:hasDbXref	dc:identifier	UBERON:0011926	.
LMHA:00633	pulmonary nerve plexus	Respiratory_System	owl:equivalentClass	UBERON:0002009	pulmonary nerve plexus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784073788460033	oio:hasDbXref	dc:identifier	UBERON:0002009	.
LMHA:00270	postganglionic parasympathetic nerve	Respiratory_System	owl:equivalentClass	UBERON:0011929	postganglionic parasympathetic fiber	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784460786105359	oio:hasDbXref	dc:identifier	UBERON:0011929	.
LMHA:00062	pulmonary alveolar duct	Respiratory_System	owl:equivalentClass	UBERON:0002173	pulmonary alveolar duct	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.6510996138090912	rdfs:label	rdfs:label	pulmonary alveolar duct	.
LMHA:00215	pulmonary surfactant	general_tissue_structures	owl:equivalentClass	UBERON:0008826	pulmonary surfactant	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784616791326336	oio:hasDbXref	dc:identifier	UBERON:0008826	.
LMHA:00412	perichondrium	general_tissue_structures	owl:equivalentClass	UBERON:0002222	perichondrium	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9783920264535315	oio:hasDbXref	dc:identifier	UBERON:0002222	.
LMHA:00688	medullary sinus	general_tissue_structures	owl:equivalentClass	UBERON:0009744	lymph node medullary sinus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784435178920862	oio:hasDbXref	dc:identifier	UBERON:0009744	.
LMHA:00089	basement membrane	general_tissue_structures	owl:equivalentClass	UBERON:0005769	basement membrane of epithelium	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.5000445684499075	oio:hasDbXref	oio:hasDbXref	FMA:63872	.
LMHA:00324	right lung lower lobe	Respiratory_System	owl:equivalentClass	UBERON:0002171	lower lobe of right lung	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.5000384301724611	oio:hasDbXref	oio:hasDbXref	EHDAA2:0001740	.
LMHA:00369	tracheal smooth muscle	Respiratory_System	owl:equivalentClass	UBERON:0003387	smooth muscle of trachea	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.6190201886890916	rdfs:label	oio:hasExactSynonym	tracheal smooth muscle	.
LMHA:00587	annular ligament	general_tissue_structures	owl:equivalentClass	UBERON:0018161	annular ligament of stapes	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.16881214828751165	rdfs:label	oio:hasBroadSynonym	annular ligament	.
LMHA:00587	annular ligament	general_tissue_structures	owl:equivalentClass	UBERON:2002141	annular ligament	uberon/phenoscape-anatomy	Lexical	LMHA	UBERON	rdf_matcher	0.9576783017799013	oio:hasDbXref	dc:identifier	UBERON:2002141	.
LMHA:00021	right lower lobe bronchiole	Respiratory_System	owl:equivalentClass	UBERON:0012059	right lung lower lobe bronchiole	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784572670046826	oio:hasDbXref	dc:identifier	UBERON:0012059	.
LMHA:00642	preganglionic parasympathetic nerve	Respiratory_System	owl:equivalentClass	UBERON:0011930	preganglionic parasympathetic fiber	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.978428488873601	oio:hasDbXref	dc:identifier	UBERON:0011930	.
LMHA:00447	pulmonary lymphatic vessel	Respiratory_System	owl:equivalentClass	UBERON:0018227	pulmonary lymphatic vessel	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.978396643136547	oio:hasDbXref	dc:identifier	UBERON:0018227	.
LMHA:00305	pulmonary vein	Respiratory_System	owl:equivalentClass	UBERON:0002016	pulmonary vein	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784766328475517	oio:hasDbXref	dc:identifier	UBERON:0002016	.
LMHA:00101	bronchial epithelium	Respiratory_System	owl:equivalentClass	UBERON:0002031	epithelium of bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784096682886223	oio:hasDbXref	dc:identifier	UBERON:0002031	.
LMHA:00217	lymphatic smooth muscle	Respiratory_System	owl:equivalentClass	UBERON:0004232	lymphatic vessel smooth muscle	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784316564403719	oio:hasDbXref	dc:identifier	UBERON:0004232	.
LMHA:00817	alveolar sac	Respiratory_System	owl:equivalentClass	UBERON:0002169	alveolar sac	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784742020265998	oio:hasDbXref	dc:identifier	UBERON:0002169	.
LMHA:00288	tracheal epithelium	Respiratory_System	owl:equivalentClass	UBERON:0001901	epithelium of trachea	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784557120199276	oio:hasDbXref	dc:identifier	UBERON:0001901	.
LMHA:00483	tracheal lamina propria	Respiratory_System	owl:equivalentClass	UBERON:0000031	lamina propria of trachea	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784090411794396	oio:hasDbXref	dc:identifier	UBERON:0000031	.
LMHA:00210	lower respiratory tract	Respiratory_System	owl:equivalentClass	UBERON:0001558	lower respiratory tract	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.978408623416204	oio:hasDbXref	dc:identifier	UBERON:0001558	.
LMHA:00065	alveolar epithelium	Respiratory_System	owl:equivalentClass	UBERON:0004821	pulmonary alveolus epithelium	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.500007530831982	oio:hasDbXref	oio:hasDbXref	FMA:63915	.
LMHA:00590	bronchial lamina propria	Respiratory_System	owl:equivalentClass	UBERON:0002338	lamina propria of bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784517313873935	oio:hasDbXref	dc:identifier	UBERON:0002338	.
LMHA:00397	vein endothelium	Respiratory_System	owl:equivalentClass	UBERON:0001919	endothelium of vein	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9783887037659035	oio:hasDbXref	dc:identifier	UBERON:0001919	.
LMHA:00120	bronchus	Respiratory_System	owl:equivalentClass	UBERON:0002185	bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784302772615426	oio:hasDbXref	dc:identifier	UBERON:0002185	.
LMHA:00403	venule endothelium	Respiratory_System	owl:equivalentClass	UBERON:0001918	endothelium of venule	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.44825596012643665	rdfs:label	oio:hasExactSynonym	venule endothelium	.
LMHA:00403	venule endothelium	Respiratory_System	owl:equivalentClass	UBERON:0007141	visceral mesothelium	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9577346149597324	oio:hasDbXref	dc:identifier	UBERON:0007141	.
LMHA:00567	lymphoid follicle	Respiratory_System	owl:equivalentClass	UBERON:0000444	lymphoid follicle	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784330919198123	oio:hasDbXref	dc:identifier	UBERON:0000444	.
LMHA:00406	visceral mesothelium	Respiratory_System	owl:equivalentClass	UBERON:0007141	visceral mesothelium	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.957709715206102	oio:hasDbXref	dc:identifier	UBERON:0007141	.
LMHA:00680	cortex	Respiratory_System	owl:equivalentClass	UBERON:0001851	cortex	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784700102134832	oio:hasDbXref	dc:identifier	UBERON:0001851	.
LMHA:00422	lymphatic endothelium	Respiratory_System	owl:equivalentClass	UBERON:0002042	lymphatic vessel endothelium	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784439227356003	oio:hasDbXref	dc:identifier	UBERON:0002042	.
LMHA:00123	bronchus lumen	Respiratory_System	owl:equivalentClass	UBERON:0012083	lumen of primary bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784549835035681	oio:hasDbXref	dc:identifier	UBERON:0012083	.
LMHA:00370	trachealis muscle	Respiratory_System	owl:equivalentClass	UBERON:0006680	trachealis	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.6190013816983613	rdfs:label	oio:hasExactSynonym	trachealis muscle	.
LMHA:00457	terminal bronchiolar epithelium	Respiratory_System	owl:equivalentClass	UBERON:0001958	terminal bronchiole epithelium	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.500062605648393	oio:hasDbXref	oio:hasDbXref	FMA:62794	.
LMHA:00538	lobar bronchus	Respiratory_System	owl:equivalentClass	UBERON:0002183	lobar bronchus	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784487969804078	oio:hasDbXref	dc:identifier	UBERON:0002183	.
LMHA:00140	respiratory bronchiole	Respiratory_System	owl:equivalentClass	UBERON:0002188	respiratory bronchiole	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.6511253204840639	rdfs:label	rdfs:label	respiratory bronchiole	.
LMHA:00393	vascular smooth muscle	Respiratory_System	owl:equivalentClass	UBERON:0004237	blood vessel smooth muscle	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784489003223263	oio:hasDbXref	dc:identifier	UBERON:0004237	.
LMHA:00330	right lung middle lobe	Respiratory_System	owl:equivalentClass	UBERON:0002174	middle lobe of right lung	uberon	Lexical	LMHA	UBERON	rdf_matcher	0.9784456326395758	oio:hasDbXref	dc:identifier	UBERON:0002174	.

